document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
hadoop as a service for academic purposes,10.1145/3167020.3167032,https://doi.org/10.1145/3167020.3167032,"Ruckcharti U., Atiratana N., Krathu W., Arpnikanondt C.",2017,Conference Paper,"The growth of data science education at both graduate and undergraduate levels has increase dramatically. Need for computing platforms that are well-equip with the appropriate tools for students and instructors, and that are readily accessible and flexibly configurable has subsequently become more conspicuous. Using lots of sandboxes that would consume tremendous resources is not an effective solution. This paper propose a solution that design and implement Hadoop as a private online service that could effectively meet the design characteristics of an academic data science computing platform. The propose design emphasise a quick deployment solution based on available resources and technologies. The case study that follow demonstrate and cultivate our approach as a proof of concept for any academic institutions to implement their own services. This paper contains many aspects of service implementation from managing resources to choosing the right Hadoop platform components and solution to accounting for user authentication and authorisation as well as security and network design.",Scopus,NA,2,1,TRUE,NA
what is a data science/analytics degree?,NA,https://aisel.aisnet.org/amcis2017/Panels/Presentations/13,"Saltz J., Armour F., Sharda R.",2017,Conference Paper,"Data science, and the related field of analytics, is an emerging discipline that integrates concepts across a range of domains, including computer science, information systems, software engineering and statistics. While the number of data science / analytics programs continues to increase, there has been little discussion on how we should define this emerging educational field. This panel will foster a debate with respect to what are the key learning objectives within these programs and should there be different types of data science related programs (such as an applied data science program or a business analytics program in addition to data science programs). Via a debate, this panel, along with the audience, will explore the field of data science and these emerging questions regarding data science and analytics education.",Scopus,NA,3,1,FALSE,panel
‚Äúit lives all around us‚Äù: aspects of data literacy in teen's lives,10.1002/pra2.2017.14505401004,https://doi.org/10.1002/pra2.2017.14505401004,"Bowler L., Acker A., Jeng W., Chi Y.",2017,Article,"In this paper, we examine young people's data literacy in terms of their awareness of data and the rhetoric that surrounds it, as well as their knowledge of data flows. This is the first phase of the Exploring Data Worlds at the Public Library research study research study, a two-year research study that explores the ways that libraries can address data literacy programming by helping teens understand, create and manage the digital traces of their data in meaningful, efficacious, and ethical ways. In this first phase of the study we explored the question†What do young people understand about data†within the context of their everyday lives and in relation to personal data management. We present here the findings from a series of semi-structured interviews with young people, ages 11 to 18, that examined teens' perceptions and general knowledge of data in their lives. Results suggest that the teens in this study had varying interpretations of the nature of data and a broad understanding of the lifecycle of data, but most found it difficult to connect with data at a concrete and personal level, with the notion of a personal data dossier either non-existent or abstract.",Scopus,NA,1,3,FALSE,"not on data science education for undergraduates, it is specific to minors' understanding of data"
big data and data science: what should we teach?,10.1111/exsy.12130,https://doi.org/10.1111/exsy.12130,"Song I., Zhu Y.",2016,Article,"The era of big data has arrived. Big data bring us the data-driven paradigm and enlighten us to challenge new classes of problems we were not able to solve in the past. We are beginning to see the impacts of big data in every aspect of our lives and society. We need a science that can address these big data problems. Data science is a new emerging discipline that was termed to address challenges that we are facing and going to face in the big data era. Thus, education in data science is the key to success, and we need concrete strategies and approaches to better educate future data scientists. In this paper, we discuss general concepts on big data, data science, and data scientists and show the results of an extensive survey on current data science education in United States. Finally, we propose various approaches that data science education should aim to accomplish.",Scopus,NA,1,2,TRUE,NA
datathons: an experience report of data hackathons for data science education,10.1145/2839509.2844568,https://doi.org/10.1145/2839509.2844568,"Anslow C., Brosz J., Maurer F., Boyes M.",2016,Conference Paper,Large amounts of data are becoming increasingly available through open data repositories as well as companies and governments collecting data to improve decision making and efficiencies. Consequently there is a need to increase the data literacy of computer science students. Data science is a relatively new area within computer science and the curriculum is rapidly evolving along with the tools required to perform analytics which students need to learn how to effectively use. To address the needs of students learning key data science and analytics skills we propose augmenting existing data science curriculums with hackathon events that focus on data also known as datathons. In this paper we present our experience at hosting and running four datathons that involved students and members from the community coming together to solve challenging problems with data from not-for-profit social good organizations and publicly open data. Our reported experience from our datathons will help inform other academics and community groups who also wish to host datathons to help facilitate their students and members to learn key data science and analytics skills.,Scopus,NA,1,5,TRUE,NA
a project-based case study of data science education,10.5334/dsj-2016-005,https://doi.org/10.5334/dsj-2016-005,"Turek D., Suen A., Clark D.",2016,Retracted,NA,Scopus,"All Open Access, Gold, Green",4,1,FALSE,retracted
the effectiveness of data science as a means to achieve proficiency in scientific literacy,NA,http://isedj.org/2015-13/n4/ISEDJv13n4p64.html,"Ceccucci W., Tamarkin D., Jones K.",2014,Conference Paper,"Data Science courses are becoming more prevalent in recent years. Increasingly more universities are offering individual courses and majors in the field of Data Science. This study evaluates data science education as a means to become proficient in scientific literacy. The results demonstrate how the educational goals of a Data Science course meet the scientific literacy criteria in regards to the process of science. Based on the commonality between data science and scientific literacy courses, the paper concludes that a data science course can be used as an alternative way for students in any major to gain scientific literacy skills.",Scopus,NA,5,1,TRUE,NA
advanced data analytics education for students and companies,10.1145/2591708.2591746,https://doi.org/10.1145/2591708.2591746,"Marttila-Kontio M., Kontio M., Hotti V.",2014,Conference Paper,"In this paper we introduce a regional education project and a positive experience of quick implementation of a new training package enabled by public funding from the European Social Fund. The project focuses on advanced data analytics (ADA) in business management.

In the project, advanced data analytics is taught to both students at University of Eastern Finland and to their potential employers at the local organizations. The university teaching favors effective teaching techniques instead of conventional teaching methods, and the same topics are taught to participants from local organizations as shorter versions. The organizations also have an important role in calibrating the teaching via discussions and maturity reviews.

Even-though the project is regional there has been great nationwide interest in the project. This indicates the general need for improving know-how on ADA both at universities and in companies and organizations.",Scopus,NA,1,4,TRUE,NA
the michigan data science team: a data science education program with significant social impact,10.1109/DSW.2018.8439915,https://doi.org/10.1109/DSW.2018.8439915,A. Farahi; J. C. Stroud,2018,NA,"One role of universities is to provide students with the practical knowledge necessary to address broad societal needs. The growing field of data science has the potential to address many of these needs, primarily due to recent efforts to collect large amounts of data related to social, environmental, and political issues. A challenge is that there exists a disconnect between these real-world issues and the course materials taught to university students. This gap is due in part to a lack of engagement between universities and their local communities, leaving students with few opportunities to work with datasets relevant to real-world problems. To address this disconnect, the authors have implemented a novel data science education and outreach program in which students acquire new knowledge and skills while creating positive social impact through community service. In this work, we outline this outreach program, the Michigan Data Science Team, and provide empirical evidence of positive educational and social impact.",IEEE,NA,1,5,TRUE,NA
smart education and future trends,NA,https://ijcopi.org/ojs/article/view/294,"Diaz-Parra, O; Fuentes-Penna, A; Barrera-Camara, RA; Trejo-Macotela, FR; Ramos-Fernandez, JC; Ruiz-Vanoye, JA; Zezzatti, AO; Rodriguez-Flores, J",2022,Article,"Smart Education is the influence of diverse technologies (Combinatorial Optimization, Machine Learning, Big Data, data visualisation, Internet of Education Things, Learning analytics, and others) to enhance the quality of education. In other words, Smart Education is the process of optimally managing human, economic and technological resources from educational institutions and research centres. Smart Education is part of the Smart Society (a component of a Smart City). The Smart Education components are the Internet of Education Things (Wireless Sensor Networks, RFID Technology), management of the education physical, infrastructure, smart classroom, smart campus, smart learning, Learning analytics, Smart Analysis, data science, Education Impact, and Educational Policy. This paper is a guide for understanding Smart Education components by presenting a survey of the characteristics, taxonomy (Education-Hard problems and Education-Soft problems), smart education indicators, history and future trends.",web of science,NA,1,3,TRUE,NA
statistical hypothesis testing versus machine learning binary classification: distinctions and guidelines,10.1016/j.patter.2020.100115,https://doi.org/10.1016/j.patter.2020.100115,"Li JJ,Tong X",2020,Journal Article,"Summary Making binary decisions is a common data analytical task in scientific research and industrial applications. In data sciences, there are two related but distinct strategies: hypothesis testing and binary classification. In practice, how to choose between these two strategies can be unclear and rather confusing. Here, we summarize key distinctions between these two strategies in three aspects and list five practical guidelines for data analysts to choose the appropriate strategy for specific analysis needs. We demonstrate the use of those guidelines in a cancer driver gene prediction example.",science direct,NA,5,1,TRUE,NA
ds lab notebook: a new tool for data science applications,10.1109/synasc51798.2020.00056,https://doi.org/10.1109/synasc51798.2020.00056,A. Ionascu; S. -A. Stefaniga,2021,NA,"The main focus of the technical application of this research relies on a web and mobile-based solution identified as Data Science Notebook named as DS Lab Notebook. Specifically, the main focus will be on tackling already present challenges in data science education and a solution presented around DS Lab, an interactive computational notebook. The core ideas are represented by the concept of extending the traditional computing notebooks, especially from the Jupyter family, with live visualizations, debugging, widgets, and interactivity during the educational process across all the major platforms: web, Android, and IOS. The features are outlined in several use cases that can be useful in the data-science teaching process, with a primary focus in matrix manipulations, scatter plots, and image filters. Python 3 was used as the main programming runtime and the back-end for providing access to variable values and type information is being described in the form of a runtime-independent pipeline relying on code parsing and injection.",IEEE,NA,1,4,TRUE,NA
envisioning the data science discipline: the undergraduate perspective--interim report. consensus study report,10.17226/24886,https://doi.org/10.17226/24886,NA,2018,"Book , Report , 010: Books , 143: Reports - Research","The need to manage, analyze, and extract knowledge from data is pervasive across industry, government, and academia. Scientists, engineers, and executives routinely encounter enormous volumes of data, and new techniques and tools are emerging to create knowledge out of these data, some of them capable of working with real-time streams of data. The nation's ability to make use of these data depends on the availability of an educated workforce with necessary expertise. With these new capabilities have come novel ethical challenges regarding the effectiveness and appropriateness of broad applications of data analyses. The field of data science has emerged to address the proliferation of data and the need to manage and understand it. Data science is a hybrid of multiple disciplines and skill sets, draws on diverse fields (including computer science, statistics, and mathematics), encompasses topics in ethics and privacy, and depends on specifics of the domains to which it is applied. Fueled by the explosion of data, jobs that involve data science have proliferated and an array of data science programs at the undergraduate and graduate levels have been established. Nevertheless, data science is still in its infancy, which suggests the importance of envisioning what the field might look like in the future and what key steps can be taken now to move data science education in that direction. This study will set forth a vision for the emerging discipline of data science at the undergraduate level. This interim report lays out some of the information and comments that the committee has gathered and heard during the first half of its study, offers perspectives on the current state of data science education, and poses some questions that may shape the way data science education evolves in the future. The study will conclude in early 2018 with a final report that lays out a vision for future data science education. [Contributors include the Division on Engineering and Physical Sciences; Division of Behavioral and Social Sciences and Education; Computer Science and Telecommunications Board; Board on Mathematical Sciences and Analytics; Committee on Applied and Theoretical Statistics; Board on Science Education; and Committee on Envisioning the Data Science Discipline: The Undergraduate Perspective.]",ERIC,NA,3,1,TRUE,NA
how to use stock data for data science education: a simulated trading platform in classroom,10.1109/csei50228.2020.9142534,https://doi.org/10.1109/csei50228.2020.9142534,Y. Liu; X. Wei,2020,NA,"The research hereby presents an innovate practice to enhance data science education by integrating an in-house-developed stock trading platform. Students of Data Science area usually face the difficulty of understanding the complex of real-time data and sophisticated statistical indicators and models. Another difficulty is students are easy to lost interests and patience during the process of learning programming and analysis process, such as R-language. Stock market, as a huge data source and an important data disciplinary, is comparatively easy to attract student attentions. Thus, we developed an intuitive trading platform for education purpose. The platform contains three components: an exploring window, a control windows and a report window. The exploring window shows current and historical stock price trends and related indicators. Several representative stocks from different sectors can be picked and specific time frames can be assigned. The control window allows students to develop their own trading strategies. A trading strategy can be created by either intuitive way, or through single or combinations of indicators, or be built generically though plug-in R-programing module. The report window demonstrates the expected return of a stock in a specific time frame through a specific strategy. A more comprehensive report with detailed transaction information is also provided for back-testing purpose. Students are involved into the development of the software and get experience for R-programming. Preliminary version of the product has been tested and surveyed in a data science classroom. About ten junior Data Science students have practiced and provided feedback. The positive survey results show the feasibility of the approach. In the future, artificial intelligent component will be integrated into the platform.",IEEE,NA,4,1,TRUE,NA
data science meets science teaching,NA,https://www.nsta.org/science-teacher/science-teacher-januaryfebruary-2022/data-science-meets-science-teaching,"Sagrans, Jacob;Mokros, Janice;Voyer, Christine;Harvey, Meggie",2022,"Article , Report","The use of large, open-source data sets is ubiquitous in scientific research. Scientists--ranging from meteorologists to chemists to epidemiologists--are researching and investigating critical questions using data that they have not themselves collected. To contribute to the growing effort to bring data science into classrooms, the authors have been implementing the NSF-funded ""Data Clubs"" project to examine using data sets on topics such as ticks and Lyme disease, COVID-19, and sports and leisure injuries. Much of this work takes place with youth in out-of-school settings. In addition to developing modules for youth, the authors worked with a group of 18 high school science and computer science teachers from Maine, New Hampshire, and Massachusetts who participated in a virtual 15-hour workshop series on data science education over the summer of 2020. The goal of the workshop was to introduce teachers to real and complex data sets, models for scaffolding learning, and tools for working with those data sets. In this article the authors share some of the key findings from this effort.",ERIC,NA,5,1,FALSE,practitioners
big data science education: a case study of a project-focused introductory course,NA,https://www.learntechlib.org/p/171521/,"Saltz, Jeffrey;Heckman, Robert",2015,"Article , Report , 080: Journal Articles , 143: Reports - Research","This paper reports on a case study of a project-focused introduction to big data science course. The pedagogy of the course leveraged boundary theory, where students were positioned to be at the boundary between a client's desire to understand their data and the academic class. The results of the case study demonstrate that using live clients within a team-based, project-focused course provides a useful platform in which to teach an introduction to data science course to graduate students across a range of backgrounds. While more work needs to be done to compare different possible pedagogies for teaching an introduction to data science course, the results of this study indicate that one successful approach is a project-focused class that puts students at the boundary between the academic context of the course and solving a real-world problem for their client.",ERIC,NA,1,2,FALSE,graduate
facilitating api lookup for novices learning data wrangling using thumbnail graphics,10.3934/fods.2021032,https://doi.org/10.3934/fods.2021032,"Sundin, L; Sakr, N; Leinonen, J; Cutts, Q",NA,Article; Early Access,"With the rising demand for data science skills, the ability to wrangle data programmatically becomes a crucial barrier. In this paper, we discuss the centrality of API (application programming interface) lookup to data wrangling, and how an ontology-structured command menu could facilitate it. We design thumbnail graphics as visual alternatives to explaining data wrangling operations and use a survey to validate their quality. We furthermore predict that thumbnail graphics make the menu more navigable, improving lookup efficiency and performance. Our predictions are tested using SLICE N DICE, an online data wrangling tutorial platform that collects learner activity. It includes both non-programmatic and programmatic data wrangling exercises. Participants from a multi-institutional sample (n=200) were randomly assigned the tutorial either with or without thumbnail graphics. Our results show that thumbnail graphics reduce the need for clarifications, thereby assisting API lookup for novices learning data wrangling. We further present some negative results regarding performance gain and follow up with a discussion on why the differences are subtle and how they can be improved. Last but not least, we complement our statistical results with a qualitative study where we receive positive feedback from our participants on the design and helpfulness of the thumbnail graphics.",web of science,NA,1,2,TRUE,NA
