our_id,document_title,doi,document_link,authors,abstract,database,reviewer_1,reviewer_2,keep,why_not_keep,prelim_review,open_access,first_published,new_doc_type,journal,conference,book,source,affiliation_country,content_area,research_question,data_collection_type,audience_discipline,reason_audience_discipline,observational_unit,department,reason_department,source_discipline,reason_source_discipline,big_pic_notes,interesting_facts,keywords
Wilkerson_2020_situating_data,situating data science: exploring how relationships to data shape learning,10.1080/10508406.2019.1705664,https://doi.org/10.1080/10508406.2019.1705664,"Wilkerson, Michelle Hoda;Polman, Joseph L.","The emerging field of Data Science has had a large impact on science and society. This has led to over a decade of calls to establish a corresponding field of Data Science Education. There is still a need, however, to more deeply conceptualize what a field of Data Science Education might entail in terms of scope, responsibility, and execution. This special issue explores how one distinguishing feature of Data Science--its focus on data collected from social and environmental contexts within which learners often find themselves deeply embedded--suggests serious implications for learning and education. The learning sciences is uniquely positioned to investigate how such contextual embeddings impact learners' engagement with data including conceptual, experiential, communal, racialized, spatial, and political dimensions. This special issue demonstrates the richly layered relationships learners build with data and reveals them to be not merely utilitarian mechanisms for learning about data, but a critical part of navigating data as social text and understanding Data Science as a discipline. Together, the contributions offer a vision of how the learning sciences can contribute to a more expansive, agentive and socially aware Data Science Education.",ERIC,2,4,FALSE,introduction to a journal's special issue,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Witmer_2021_inclusivity,inclusivity in statistics and data science education,10.1080/26939169.2021.1906555,https://doi.org/10.1080/26939169.2021.1906555,"Witmer, J",NULL,web of science,2,5,FALSE,note from journal's editor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xiao_2021_letter,a letter to the journal of statistics and data science education ‚Äî a call for review of ‚Äúokcupid data for introductory statistics and data science courses‚Äù by albert y. kim and adriana escobedo-land,10.1080/26939169.2021.1930812,https://doi.org/10.1080/26939169.2021.1930812,"Xiao T., Ma Y.",NULL,Scopus,2,4,FALSE,letter to journal editor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamamoto_2021_development,development of online learning material for data science programming using 3d puzzle,10.18178/ijiet.2021.11.4.1505,https://doi.org/10.18178/ijiet.2021.11.4.1505,"Yamamoto N., Ishida A., Ogitsuka K., Oishi N., Murakami J.","In multidimensional data processing, one of the important data structures is a higher-order tensor or a multidimensional array. In general, the processing related to the higher-order tensor is so complicated that we have been developing understanding support tools for it using 3D puzzles from the viewpoint of making students interested. However, although these tools have been tried by students in graduation studies and other some occasions, their introduction into lectures was one issue. Therefore, in this study, we developed a new programming exercise material for the higher-order tensor, which is supposed to be used in data science subjects, by using a 3D puzzle. This learning material is also composed of Microsoft Teams, and students can access the material remotely to learn programming. In this paper, several students actually tried this material. As a result, it was found that the students themselves could create and submit assignment reports by viewing explanatory videos and performing exercises. From this, it is expected that this material will be able to introduce to data science courses, including online use.",Scopus,2,1,TRUE,NA,FALSE,TRUE,2021,journal article,International Journal of Information and Education Technology,NA,NA,International Journal of Information and Education Technology,"Japan, Japan, Japan, Japan, Japan",class activity example,TRUE,quant,broad,"They don't mention any specific field, they say their work is for teaching an advanced topic in data science",students in  information engineering department,information engineering,section 4,information technology; education,"""International Journal of Information and Education Technology (IJIET) is an international academic open access journal which gains a foothold in Singapore, Asia and opens to the world. It aims to promote the integration of information and education technology."" https://www.ijiet.org/","Discussed learning material they developed for teaching high-ordered tensors using a 3D puzzle, with a small case study as support.",NA,"3d puzzle, data science education, higher-order tensor, programing materials, r, remote exercise"
Yu_2019_toward_training,toward training and assessing reproducible data analysis in data science education,10.1162/dint_a_00053,https://doi.org/10.1162/dint_a_00053,"Yu B., Hu X.","Reproducibility is a cornerstone of scientific research. Data science is not an exception. In recent years scientists were concerned about a large number of irreproducible studies. Such reproducibility crisis in science could severely undermine public trust in science and science-based public policy. Recent efforts to promote reproducible research mainly focused on matured scientists and much less on student training. In this study, we conducted action research on students in data science to evaluate to what extent students are ready for communicating reproducible data analysis. The results show that although two-thirds of the students claimed they were able to reproduce results in peer reports, only one-third of reports provided all necessary information for replication. The actual replication results also include conflicting claims; some lacked comparisons of original and replication results, indicating that some students did not share a consistent understanding of what reproducibility means and how to report replication results. The findings suggest that more training is needed to help data science students communicating reproducible data analysis.",Scopus,1,5,FALSE,graduate,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yu_2020_experimental_evidence,experimental evidence extraction system in data science with hybrid table features and ensemble learning,10.1145/3366423.3380174,https://doi.org/10.1145/3366423.3380174,"Yu W., Peng W., Shu Y., Zeng Q., Jiang M.","Data Science has been one of the most popular fields in higher education and research activities. It takes tons of time to read the experimental section of thousands of papers and figure out the performance of the data science techniques. In this work, we build an experimental evidence extraction system to automate the integration of tables (in the paper PDFs) into a database of experimental results. First, it crops the tables and recognizes the templates. Second, it classifies the column names and row names into ìmethodî, ìdatasetî, or ìevaluation metricî, and then unified all the table cells into (method, dataset, metric, score)-quadruples. We propose hybrid features including structural and semantic table features as well as an ensemble learning approach for column/row name classification and table unification. SQL statements can be used to answer questions such as whether a method is the state-of-the-art or whether the reported numbers are conflicting.",Scopus,3,5,FALSE,methodology,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yuen_2022_designing,designing an effective hackathon via university-industry collaboration for data science education,10.1109/tale52509.2021.9678826,https://doi.org/10.1109/tale52509.2021.9678826,K. K. F. Yuen; A. O. M. Wong,"Hackathons have been used not only by enterprises for technological innovation and digital transformation, but also in academia for education innovation and programme promotion. This paper presents a hybrid approach for transforming an enterprise's workplace problem into a technology vendor-sponsored hackathon education. A real-life case study of a hackathon for college participants who are prospective students of a university data science programme is demonstrated. The university-industry collaborative approach of the hackathon provides several benefits for its stakeholders, namely promoting the reputation and recognition of the university's data science programme; offering creative and innovative solutions to the enterprise's workplace problems; encouraging the adoption of the technology vendor's platform, and finally, enhancing the teaching and learning experience for the college students and lecturers. This paper provides a structured framework and recommends practical principles and guidelines for designing effective hackathons that can bring about mind-set change and real-world business transformation.",IEEE,5,3,FALSE,prospective college students,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yun_2020_social_media,the social media macroscope: a science gateway for research using social media data,10.1016/j.future.2019.10.029,https://doi.org/10.1016/j.future.2019.10.029,"Yun JT,Vance N,Wang C,Marini L,Troy J,Donelson C,Chin CL,Henderson MD","In recent years, the explosion of social media platforms and the public collection of social data has brought forth a growing desire and need for research capabilities in the realm of social media and social data analytics. Research on this scale, however, requires a high level of computational and data-science expertise, limiting the researchers who are capable of undertaking social media data-driven research to those with significant computational expertise or those who have access to such experts as part of their research team. The Social Media Macroscope (SMM) is a science gateway with the goal of removing that limitation and making social media data, analytics, and visualization tools accessible to researchers and students of all levels of expertise. The SMM provides a single point of access to a suite of intuitive web interfaces for performing social media data collection, analysis, and visualization via for open-source and commercial tools. Within the SMM social scientists are able to process and store large datasets and collaborate with other researchers by sharing ideas, data, and methods. This document functions as a brief primer on the initial build of the SMM and we end this paper discussing future directions for the SMM.",science direct,1,3,FALSE,k-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zakaria_2022_data_science,data science education programmes in middle eastern institutions: a survey study,10.1177/03400352221113362,https://doi.org/10.1177/03400352221113362,Zakaria M.S.,"In response to the current trends in dealing with data in academia, various research institutions and commercial entities around the world are building new programmes to fill the gaps in workforce demand in specific disciplines, including data curation, big data, data management, data science and data analytics. Thus, the aim of the present study was to reveal the reality of data science education in the Middle East and to determine the opportunities and challenges for teaching data science in the region. Thirteen countries in the Middle East were offering 48 data science programmes at the time of the study. The results reveal that these data science programmes significantly use the words √É¬¢√¢‚Äö¬¨√ã≈ìdata√É¬¢√¢‚Äö¬¨√¢‚Äû¬¢ and √É¬¢√¢‚Äö¬¨√ã≈ìanalytics√É¬¢√¢‚Äö¬¨√¢‚Äû¬¢ in their names. With regard to the academic affiliations of the data science programmes, the study found that they are offered in a variety of schools, especially computer science, information technology and business. Moreover, the study found that computer science is the dominant trend in the programmes. Data science programmes have a significant overlap with other programmes, especially statistics and computer science, because of the interdisciplinary nature of this field. Data science schools in the Middle East differ in terms of their programme titles, programme descriptions, course catalogues, curriculum structures and course objectives. Broadly, this study may be useful for those who are seeking to establish a data science programme or to strengthen data science curricula at both the undergraduate and postgraduate levels.",Scopus,4,1,TRUE,NA,FALSE,FALSE,2022,journal article,International Federation of Library Associations and Institutions,NA,NA,International Federation of Library Associations and Institutions,Egypt,review of current state of data science education,TRUE,mixed,broad,"The Middle Eastern programs they anlyzed had ""data"" and ""analytics"" in the name, from a variety of fields, not subsetted to any specific field",data science programs offered by Middle Eastern academic institutions,not applicable,due to content area,library science,"""The Federation is an independent, international, non-governmental, not-for-profit organization, which advances the interests of library and information associations, libraries and information services, librarians and the communities they serve throughout the world."" https://www.ifla.org/about-us/",Reviews current state of data science education in the middle east with a survey of 48 institutions.,NA,"arabian gulf countries, curriculum analysis, data analytics, data science, data science education, middle east"
Zhang_2017_datalab_introducing,datalab: introducing software engineering thinking into data science education at scale,10.1109/icse-seet.2017.7,https://doi.org/10.1109/icse-seet.2017.7,Y. Zhang; T. Zhang; Y. Jia; J. Sun; F. Xu; W. Xu,"Data science education is a new area in computer science that has attracted increasing attention in recent years. However, currently, data science educators lack good tools and methodologies. In particular, they lack integrated tools through which their students can acquire hands-on software engineering experience. To address these problems, we designed and implemented DataLab, a web-based tool for data science education that integrates code, data and execution management into one system. The goal of DataLab is to provide a hands-on online lab environment to train students to have basic software engineering thinking and habits while maintaining a focus on the core data science contents. In this paper, we present the user-experience design and system-level implementation of DataLab. Further, we evaluate DataLab's performance through an in-classroom use case. Finally, using objective log-based learning behavior analysis and a subjective survey, we demonstrate DataLab's effectiveness.",IEEE,4,5,TRUE,NA,FALSE,TRUE,2017,conference article,NA,2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering Education and Training Track,NA,2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering Education and Training Track,"China, China, China, China, China, China",education technology,TRUE,mixed,computer science,Data science education is a new area in computer science that has attracted increasing attention in recent years.,81 first-year graduate students and senior undergraduates with diverse engineering backgrounds enrolled in a graduate level course and 20 students who took the class in the past,not specified,no reference to the department that hosted the course in the text,engineering,"""For the first time in its 42 years of history, ICSE ‚Äì the premier conference in software engineering sponsored by ACM and IEEE CS is coming to Latin America. Please join us in Buenos Aires in May 20-28, 2017 to present, discuss and be inspired at the event where top minds in software engineering research, practice and education discuss the most recent innovations, trends, and experiences."" https://www.aconf.org/conf_104700.html",Outlines a digital tool for iterative data science work.,NA,"data science, software engineering"
Zhang_2020_self,self and socially shared regulation of learning in data science education: a case study of √¢‚Ç¨≈ìquantified self√¢‚Ç¨¬ù project,NA,https://repository.isls.org/handle/1/6745,"Zhang J., Wu B.",This study explored the influence of student self-regulation (SRL) ability on socially shared regulation of learning (SSRL) and data literacy presented in a data-driven research project. We adopted a process-oriented method for analyzing video recordings of group conversation in the project meetings. Results showed that the high SRL group were tended to engage more in SSRL and critical components of data literacy than the low SRL group. Implications of the study are also discussed.,Scopus,5,1,TRUE,NA,FALSE,FALSE,2020,conference article,NA,14th International Conference of the Learning Sciences (ICLS),NA,14th International Conference of the Learning Sciences (ICLS),"China, China",pedagogical approach,TRUE,qual,broad,"Even though they are in an education department teaching students majoring in educational technology, through their introduction and discussion they are addressing the data science education community. They are not addressing those who teach data science within education.",educational technology undergraduate students,not specified,The department(s) conducting the research were never specified.,education,"""The International Conference of the Learning Sciences (ICLS), held bi-annually from 1992 to 2020, hosted keynotes, symposia, workshops, panels, submitted paper sessions, poster sessions, and demos covering timely and important issues and reporting research findings across the entire field of the learning sciences."" https://www.isls.org/annual-meeting/icls/","""this study aims to explore the influence of student self-regulation ability on socially shared regulation of learning during collaboration on a data-driven research project."" ""The results found that the high SRL (student-self-regulation) group more easily in developed socially shared regulation of
learning compared with the low SRL group. The results also imply that the high SRL group performed better in
analyzing and creating explanations from data, as well as evaluating the validity of explanations based on data
and formulating new questions, which are two critical components of data literacy.""",More about psychology than a pedegogical approach,learning and identity
Zheng_2022_pressure_test,pressure test: finding appropriate data size for practice in data science education,10.1145/3537674.3554748,https://doi.org/10.1145/3537674.3554748,"Zheng Y., Liu A., Zheng S.","Data science, such as data analytics, data mining, machine learning, became one popular curriculum in information technology educations. The lectures on these topics cannot stand alone without coding practice on real-world data sets. Some instructors prefer to utilize small data sets for practice in classroom or assignments, which limits experimental experiences and may even bring misleading experiences to students. Others may try to assign large data sets to students, but students may not be able to bear with the running time due to the efficiency issue raised by several factors (e.g., data size, algorithm complexity, computing power, etc.). In this paper, we first learned students‚Äô preferences on the scalability of data sets for practice in data science courses, and performed experimental analysis by running different data science algorithms over both student laptops and personal/office computers, in order to deliver a suggestion about the appropriate data size for practice in multiple scenarios (e.g., in-class practice, assignments, class projects, research projects, etc.). We believe that our findings are valuable to help instructors prepare and assign real-world data sets to students in data science curriculum.",Scopus,5,2,TRUE,NA,FALSE,TRUE,2022,conference article,NA,SIGITE '22: Proceedings of the 23rd Annual Conference on Information Technology Education,NA,SIGITE '22: Proceedings of the 23rd Annual Conference on Information Technology Education,"United States of America, United States of America, United States of America",pedagogical approach,TRUE,mixed,information technology,"From Abstract: Data science, such as data analytics, data mining, machine learning, became one popular curriculum in information technology educations.""",not applicable,not specified,"They mention ""our department"" but never mention what department it is.",information technology,"""The theme for SIGITE 2019 is ‚ÄúTransforming IT Education.‚Äù IT Is a combination of Programming, Human Computer Interaction, Networking, Databases, and Web Technologies with an overarching security component. This unique blend of subjects is constantly changing, which makes for a unique challenge for IT educators to produce graduates ready for today‚Äôs workforce."" https://www.sigite.org/?cat=6",They are trying to find what is the appropriate dataset size for data science education. They first ask students how much time they don't mind for spending processing the code on different assignments. Then they use students' preferred time length to figure out the size of the data that can be utilized for a given model (e.g. k means).,NA,"data science, data size, experimental analysis, information technology education, running efficiency, scalability"
 Maksimenkova_2019_using_data,"using data expedition as a formative assessment tool in data science education: reasoning, justification, and evaluation",10.3991/ijet.v14i11.10202,https://doi.org/10.3991/ijet.v14i11.10202,"Maksimenkova O., Neznanov A., Radchenko I.",NA,NA,5,1,FALSE,duplicate paper,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,temporality in data science education: early results from a grounded theory study of an nsf-funded cybertraining workshop,10.1007/978-3-030-43687-2_43,https://doi.org/10.1007/978-3-030-43687-2_43,"Hauser E., Sutherland W.","Interest in data science, especially within the context of graduate education, is exploding. In this study we present initial results from an ongoing qualitative study of an interdisciplinary cyberinfrastructure-focused NSF-funded graduate data science education workshop hosted at an iSchool in the US. The complexity of the workshop curriculum, the participantsí and instructorsí disparate disciplinary backgrounds, and the technical tools employed are particularly suited to qualitative methods which can synthesize all of these aspects from rich observational, ethnographic, and trace data collected as part of the authorsí role on the grantís qualitative evaluation team. The success of the workshop in equipping participants to do reproducible computational science was in part due to the successful acculturation process, whereby participants comprehended, altered, and enacted new norms amongst themselves. At the same time, we observed potential challenges for data science instruction resulting from the rhetorical framing of the technologies as inescapably new. This language, which mirrors that of a successful grant proposal, tends to obscure the deeply embedded and contingent history of the command-line technologies required to preform computational science, many of which are decades old. We conclude by describing our ongoing work, future theoretical sampling plans from this and future data, and the contributions that our findings can provide to graduate data science curriculum development and pedagogy.",Scopus,1,5,FALSE,graduate,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,an experience-centered approach to training effective data scientists,10.1089/big.2019.0100,https://doi.org/10.1089/big.2019.0100,"Rodolfa KT, Unanue A, Gee M, Ghani R.","Like medicine, psychology, or education, data science is fundamentally an applied discipline, with most students who receive advanced degrees in the field going on to work on practical problems. Unlike these disciplines, however, data science education remains heavily focused on theory and methods, and practical coursework typically revolves around cleaned or simplified data sets that have little analog in professional applications. We believe that the environment in which new data scientists are trained should more accurately reflect that in which they will eventually practice, and we propose here a data science master's degree program that takes inspiration from the residency model used in medicine. Students in the suggested program would spend their time working on a practical problem with an industry, government, or nonprofit partner, supplemented with coursework in data science methods and theory. We also discuss how this program can also be implemented in shorter formats to augment existing professional master's programs in different disciplines. This approach to learning by doing is designed to fill gaps in our current approach to data science education and ensure that students develop the skills they need to practice data science in a professional context and under the many constraints imposed by that context.",pubmed,1,3,FALSE,graduate,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,students' actual purposes when engaging with a computerized simulation in the context of citizen science,10.1111/bjet.13238,https://doi.org/10.1111/bjet.13238,"Dvir, Michal;Ben-Zvi, Dani","In today's information age, developing data science competencies has become vital to fostering responsible citizenry. However, the actual techniques learners need to become proficient in are still somewhat ""in-construction"", as the relatively new field of data science is constantly expanding to meet new data-related demands. Data science education needs to develop innovative means to keep up with this expansion that focus less on proficiency in specific techniques, but rather introduce novices to authentic data practices, and the authentic purposes directing the authentic practices. This paper focuses on a specific practice, the use of simulations to generate and examine data, in the context of authentic scientific Citizen Science research. We provide a case study of one pair of middle school students' engagement in an extended learning sequence including simulation activities inspired by authentic data practices, adapted to also be authentic for young students. While the simulation activity was inspired by the scientists' purposes, our findings illustrate four different actual purposes the students attributed to it. We also show that as the students deepened their engagement with the simulation, they gradually appropriated its intended purpose, alongside articulating more mature views of data-related concepts. The conclusions summarize the four different purposes the students expressed and identify aspects of design that contributed to the gradual re-shaping process of their actual purposes.",ERIC,2,5,FALSE,middle school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,introducing students to machine learning with decision trees using codap and jupyter notebooks,10.1111/test.12279,https://doi.org/10.1111/test.12279,"Biehler R., Fleischer Y.",NA,Scopus,4,5,FALSE,high school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,habitat explorer: designing educational games for collaborative learning on interactive surfaces,10.1145/2992154.2996788,https://doi.org/10.1145/2992154.2996788,"Schwartz A., Sorensen C., Mustafaraj E.",NA,Scopus,3,4,FALSE,poster,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,accelerated apprenticeship: teaching data science problem solving skills at scale,10.1145/3231644.3231697,https://doi.org/10.1145/3231644.3231697,"Chen L., Dubrawski A.",NA,Scopus,4,5,FALSE,graduate,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,panel: the computing in data science,10.1145/3300115.3312508,https://doi.org/10.1145/3300115.3312508,"Cassel L., Hongzhi W.","This panel brings the workings and results of the ACM Education Council Task Force on Data Science Education. The task force has gathered information on existing programs and has reviewed documents such as the result of the National Academies deliberations on data science. The task force is charged with exploring the role of computer science in data science education, understanding that data science is an inherently interdisciplinary field and not exclusively a computer science field. The panel will present a summary of the task force findings by two members of the task force and perspectives from leaders in data-intensive applications from China. The goal of the panel is to present the findings, but also to obtain perspectives from the attendees in order to enrich the task force's work.",Scopus,2,1,FALSE,panel,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,national academies' roundtable on data science postsecondary education,10.1145/3328778.3366986,https://doi.org/10.1145/3328778.3366986,"Kloefkorn T., Boardman M., Horton N.J., Marshall B.","The National Academies of Sciences, Engineering, and Medicine's Roundtable on Data Science Postsecondary Education convened more than twenty experts from a variety of sectors and academic areas to facilitate discussions on current practices, needs, and next steps in data science education. Participants described the interdisciplinary nature of data science, emphasizing contributions from computer science, statistics, and mathematics. Over three years the Roundtable discussed a broad range of topics, including partnerships between industry and academia and strategies to better engage women and minorities. This panel will synthesize themes and disseminate materials from the twelve Roundtable meetings, highlighting the role of computer science concepts in data science education while also encouraging partnerships across disciplines.",Scopus,3,1,FALSE,panel,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,equalizing data science curriculum for computer science pupils,10.1145/3428029.3428045,https://doi.org/10.1145/3428029.3428045,"Mike K., Hazan T., Hazzan O.","Data science is a new interdisciplinary field of research that focuses on extracting value from data. As an interdisciplinary science it integrates knowledge and methods from computer science, mathematics and statistics, and the domain knowledge of the data. As data science is still forming as a domain, several points of view exist on how to teach data science. The curriculum of many undergraduate data science programs includes advanced knowledge and skills in mathematics, statistics, computer science, and one or more data domains.

Several initiatives for designing high school data science curricula have emerged recently. Since it is unrealistic to teach all the above-mentioned advanced topics at the high school level, the high school data science curriculum focuses on a broad understanding of the data science workflow rather than on mathematical and algorithmic details that characterize undergraduate programs.

High school computer science pupils, however, are expected to have a deep understanding of algorithms, as algorithms are the heart of computer science. In this paper, we present our attempt to adapt a data science course to computer science high school pupils that incorporates both a broad view on data science and data workflow, as well as deep understanding of data processing algorithms and specifically, machine learning. This course is taught for 10th grade computer science pupils in an Israeli public school, and was also taught in a summer workshop for computer science teachers.",Scopus,5,1,FALSE,high school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,reflective data storytelling for youth: the codap story builder,10.1145/3459990.3465177,https://doi.org/10.1145/3459990.3465177,"Wilkerson M., Finzer W., Erickson T., Hernandez D.",NA,Scopus,3,5,FALSE,middle school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"""that's what science is, all this data:"" coding data visualizations in middle school science classrooms",10.1145/3478431.3499387,https://doi.org/10.1145/3478431.3499387,"Krakowski A., Greenwald E., Roman N.",NA,Scopus,3,4,FALSE,middle school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,developing and evaluating the concept data awareness for k12 computing education,10.1145/3488042.3490509,https://doi.org/10.1145/3488042.3490509,H√∂per L.,NA,Scopus,5,3,FALSE,poster,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,the interdisciplinary characteristics of ischools research:from the perspective of biblimetrics analysis,10.13530/j.cnki.jlis.2020048,https://doi.org/10.13530/j.cnki.jlis.2020048,"Siluo Y., Yiming Z.",NA,Scopus,3,4,FALSE,not in english,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,addressing confirmation bias in middle school data science education,10.3934/fods.2021035,https://doi.org/10.3934/fods.2021035,"Hedges, S; Given, K","More research is needed involving middle school students' engagement in the statistical problem-solving process, particularly the beginning process steps: formulate a question and make a plan to collect data/consider the data. Further, the increased availability of large-scale electronically accessible data sets is an untapped area of study. This interpretive study examined middle school students' understanding of statistical concepts involved in making a plan to collect data to answer a statistical question within a social issue context using data available on the internet. Student artifacts, researcher notes, and audio and video recordings from nine groups of 20 seventh-grade students in two gifted education pull-out classes at a suburban middle school were used to answer the study research questions. Data were analyzed using a priori codes from previously developed frameworks and by using an inductive approach to find themes. Three themes that emerged from data related to confirmation bias. Some middle school students held preconceptions about the social issues they chose to study that biased their statistical questions. This in turn influenced the sources of data students used to answer their questions. Confirmation bias is a serious issue that is exacerbated due to endless sources of data electronically available. We argue that this type of bias should be addressed early in students' educational experiences. Based on the findings from this study, we offer recommendations for future research and implications for statistics and data science education.",web of science,5,2,FALSE,middle school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,how should data science education be?,10.4018/ijeoe.2020040103,https://doi.org/10.4018/ijeoe.2020040103,"Gursakal, N; Ozkan, E; Yilmaz, FM; Oktay, D","The interest in data science is increasing in recent years. Data science, including mathematics, statistics, big data, machine learning, and deep learning, can be considered as the intersection of statistics, mathematics and computer science. Although the debate continues about the core area of data science, the subject is a huge hit. Universities have a high demand for data science. They are trying to live up to this demand by opening postgraduate and doctoral programs. Since the subject is a new field, there are significant differences between the programs given by universities in data science. Besides, since the subject is close to statistics, most of the time, data science programs are opened in the statistics departments, and this also causes differences between the programs. In this article, we will summarize the data science education developments in the world and in Turkey specifically and how data science education should be at the graduate level.",web of science,4,3,FALSE,graduate,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,investigating data like a data scientist: key practices and processes,10.52041/serj.v21i2.41,https://doi.org/10.52041/serj.v21i2.41,"Lee H.S., Mojica G.F., Thrasher E.P., Baumgartner P.",NA,Scopus,4,5,FALSE,k-12,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,‚Äúi love math only if it‚Äôs coding‚Äù: a case study of student experiences in the introduction to data science course,10.52041/serj.v21i2.43,https://doi.org/10.52041/serj.v21i2.43,Heinzman E.,"Many important voices--including The National Council for Teachers of Mathematics (NCTM), the Dana Centerís Launch Years initiative, and others--advocate for expanding the traditional course offerings in high school mathematics and statistics to include courses such as the Introduction to Data Science (IDS). To date, the research on the IDS course has primarily focused on pedagogy, professional learning for teachers, and the curriculum. This mixed-methods case study expands our understanding by analyzing the perspective of IDS students at a California public high school. Self-determination theory provides a useful frame for interpreting how these students experience the IDS course. The theory focuses on conditions for students to engage in meaningful learning: competence (self-efficacy), autonomy (agency), and relatedness (a sense of belonging). The findings from this case study suggest the IDS students feel confident, empowered, and part of a vibrant community, unlike previous mathematics and statistics courses they may have completed; and use specific language to describe their joy in problem-solving and the accessibility of the course. These findings have implications for the development and refinement of any high school data science course, including IDS.",Scopus,1,4,FALSE,high school,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,machine learning for non-major data science students: a white box approach,10.52041/serj.v21i2.45,https://doi.org/10.52041/serj.v21i2.45,"Mike K., Hazzan O.","Data science is a new field of research that has attracted growing interest in recent years as it focuses on turning raw data into understanding, insight, knowledge, and value. New data science education programs, which are being launched at an increasing rate, are designed for multiple education levels and populations. Machine learning (ML) is an essential element of data science that requires an extensive background in mathematics. Whereas it is possible to teach the principles of ML only as a black box, novice learners might find it difficult to improve an algorithm‚Äôs performance without a white box understanding of the underlying ML algorithms. In this paper, we suggest a pedagogical method, based on hands-on pen-and-paper tasks, to support white box understanding of ML algorithms for learners who lack the level of mathematics knowledge required for this purpose. Data were collected using a comprehension questionnaire and analyzed according to the process-object theory borrowed from mathematics education research. We present evidence of the effectiveness of this method based on data collected in an introduction-level data science course for graduate psychology students. This population had extensive psychology domain knowledge, as well as an established background in statistics, but had gaps in mathematical and computer science knowledge compared with data science majors. The research contribution is both practical and theoretical. Practically, we present a learning module that supports non-major data science students‚Äô white box understanding of ML. Theoretically, we propose a data analysis method to evaluate students‚Äô conceptions of ML algorithms.",Scopus,2,5,FALSE,graduate,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
