document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
an empirical approach to understanding data science and engineering education,10.1145/3344429.3372503,https://doi.org/10.1145/3344429.3372503,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Aly S.G., Bennett C.C., Davis K.C., McGettrick A., Pereira T.S.M., Sundin L.",2019,Conference Paper,"As data science is an evolving field, existing definitions reflect this uncertainty with overloaded terms and inconsistency. As a result of the field's fluidity, there is often a mismatch between what data-related programs teach, what employers expect, and the actual tasks data scientists are performing. In addition, the tools available to data scientists are not necessarily the tools being taught; textbooks do not seem to meet curricular needs; and empirical evidence does not seem to support existing program design. Currently, the field appears to be bifurcating into data science (DS) and data engineering (DE), with specific but overlapping roles in the combined data science and engineering (DSE) lifecycle. However, curriculum design has not yet caught up to this evolution. This working group report shows an empirical and data-driven view of the data-related education landscape, and includes several recommendations for both academia and industry that are based on this analysis.",Scopus,NA,2,5,TRUE,NA
integrating data science into a general education information technology course: an approach to developing data savvy undergraduates,10.1145/3349266.3351417,https://doi.org/10.1145/3349266.3351417,"Haynes M., Groen J., Sturzinger E., Zhu D., Shafer J., McGee T.",2019,Conference Paper,NA,Scopus,NA,5,4,TRUE,NA
data science education: curriculum and pedagogy,10.1145/3372782.3407110,https://doi.org/10.1145/3372782.3407110,Mike K.,2020,Conference Paper,NA,Scopus,NA,5,4,TRUE,NA
metadata: a tool to supplement data science education for the first year undergraduates,10.1145/3395245.3396409,https://doi.org/10.1145/3395245.3396409,"Nair R., Chugani M.N., Thangavel S.K.",2020,Conference Paper,"In the Indian Universities, data science courses are offered to computer science undergraduates only in their higher semesters of under-graduation. Keeping in mind, the growing importance of data science, under-graduates need to be introduced to data science courses in their first year of under-graduation itself. Although first year undergraduates are furnished with the required mathematical and statistical concepts during their higher secondary education, a requirement of understanding sophisticated programming concepts hamstrings universities from offering courses in data science to first year undergraduates. As an outcome of our research, we propose a software named MetaData. MetaData abstracts all levels of implementation and helps students better understand the fundamental concepts in data science by observing the applicability of these concepts on real-world datasets. We justify the effectiveness of the tool through a data science classroom scenario, wherein 44 first year undergraduates were encouraged to use the tool and provide constructive feedback.",Scopus,NA,5,2,TRUE,NA
teaching data science to social sciences and humanities students,10.1145/3396956.3396968,https://doi.org/10.1145/3396956.3396968,Hagen L.,2020,Conference Paper,NA,Scopus,NA,3,5,TRUE,NA
establishing abet accreditation criteria for data science,10.1145/3408877.3432445,https://doi.org/10.1145/3408877.3432445,"Blair J.R.S., Jones L., Leidig P., Murray S., Raj R.K., Romanowski C.J.",2021,Conference Paper,"Prompted by the skyrocketing demand for data scientists, progress made by the ACM Data Science Task Force on defining data science competencies, and inquiries about data science accreditation, ABET is in the process of developing accreditation criteria for undergraduate data science programs. The effort is led by members of a joint data science criteria subcommittee appointed by ABET's Computing Accreditation Commission (CAC) and CSAB (the lead society for computing accreditation). Establishing data science accreditation criteria is a notable milestone in the maturing data science discipline, indicating the presence of an accepted body of knowledge, standards of practice, and ethical codes for practitioners. This position paper motivates the effort and discusses prior work towards defining data science education requirements. It describes the ongoing process for creating and obtaining approval of the accreditation criteria, and how feedback was and will be solicited from the computing and statistical communities. The current draft data science criteria, which was approved in July 2020 by the relevant ABET bodies for a year of public review and comment, is presented. These criteria emphasize the three pillars of data science: computing foundations, mathematical/statistical foundations, and experience in at least one data application domain. This report thus serves both to inform and to stimulate the academic discussion needed to finalize appropriate data science accreditation by ABET.",Scopus,NA,5,2,TRUE,NA
"experiential learning in data science: developing an interdisciplinary, client-sponsored capstone program",10.1145/3408877.3432536,https://doi.org/10.1145/3408877.3432536,Allen G.I.,2021,Conference Paper,"Interest in data science education and degree programs has rapidly expanded over the past several years. An integral part of many degree programs is a capstone experience, where students complete a major research or real-world project at the culmination of their educational program. In engineering and computer science, many have shown that client-sponsored projects lead to better student engagement and improved training. In this paper, we discuss experiences with developing an interdisciplinary, client-sponsored capstone program in data science and machine learning. We show how we set up the capstone program, including how the program is structured, how projects are set up, how the course is managed, how students are assessed, and outline the newly developed capstone curriculum. Finally, we report results from a cohort of students participating in this capstone program and discuss lessons learned as well as best practices when developing data science capstone programs.",Scopus,NA,4,2,TRUE,NA
scaling up data science course projects: a case study,10.1145/3430895.3460168,https://doi.org/10.1145/3430895.3460168,"Bhavya B., Xiao J., Zhai C.",2021,Conference Paper,NA,Scopus,NA,4,3,TRUE,NA
exploring metrics for the analysis of code submissions in an introductory data science course,10.1145/3448139.3448209,https://doi.org/10.1145/3448139.3448209,"Nguyen H., Lim M., Moore S., Nyberg E., Sakr M., Stamper J.",2021,Conference Paper,"While data science education has gained increased recognition in both academic institutions and industry, there has been a lack of research on automated coding assessment for novice students. Our work presents a first step in this direction, by leveraging the coding metrics from traditional software engineering (Halstead Volume and Cyclomatic Complexity) in combination with those that reflect a data science projectís learning objectives (number of library calls and number of common library calls with the solution code). Through these metrics, we examined the code submissions of 97 students across two semesters of an introductory data science course. Our results indicated that the metrics can identify cases where students had overly complicated codes and would benefit from scaffolding feedback. The number of library calls, in particular, was also a significant predictor of changes in submission score and submission runtime, which highlights the distinctive nature of data science programming. We conclude with suggestions for extending our analyses towards more actionable intervention strategies, for example by tracking the fine-grained submission grading outputs throughout a studentís submission history, to better model and support them in their data science learning process.",Scopus,"All Open Access, Bronze",2,1,TRUE,NA
data-centricity: rethinking introductory computing to support data science,10.1145/3531072.3535317,https://doi.org/10.1145/3531072.3535317,Fisler K.,2022,Conference Paper,"On a growing number of campuses, data science programs offer introductory courses that include a non-trivial amount of programming. The content of such courses overlaps that of traditional computer science introductory courses, but neither course subsumes the other. This talk argues that a common introductory course that covers both data science and data structures supports students and provides curricular flexibility, while also bringing social impacts of computing into the early curriculum. We‚Äôll discuss both the design and implementation of such a course, including the programming language features that support it and the educational research that informs it.",Scopus,NA,5,2,TRUE,NA
pressure test: finding appropriate data size for practice in data science education,10.1145/3537674.3554748,https://doi.org/10.1145/3537674.3554748,"Zheng Y., Liu A., Zheng S.",2022,Conference Paper,NA,Scopus,"All Open Access, Bronze",3,5,TRUE,NA
toward training and assessing reproducible data analysis in data science education,10.1162/dint_a_00053,https://doi.org/10.1162/dint_a_00053,"Yu B., Hu X.",2019,Article,NA,Scopus,"All Open Access, Gold",4,5,TRUE,NA
data science education programmes in middle eastern institutions: a survey study,10.1177/03400352221113362,https://doi.org/10.1177/03400352221113362,Zakaria M.S.,2022,Article,"In response to the current trends in dealing with data in academia, various research institutions and commercial entities around the world are building new programmes to fill the gaps in workforce demand in specific disciplines, including data curation, big data, data management, data science and data analytics. Thus, the aim of the present study was to reveal the reality of data science education in the Middle East and to determine the opportunities and challenges for teaching data science in the region. Thirteen countries in the Middle East were offering 48 data science programmes at the time of the study. The results reveal that these data science programmes significantly use the words ‚Äòdata‚Äô and ‚Äòanalytics‚Äô in their names. With regard to the academic affiliations of the data science programmes, the study found that they are offered in a variety of schools, especially computer science, information technology and business. Moreover, the study found that computer science is the dominant trend in the programmes. Data science programmes have a significant overlap with other programmes, especially statistics and computer science, because of the interdisciplinary nature of this field. Data science schools in the Middle East differ in terms of their programme titles, programme descriptions, course catalogues, curriculum structures and course objectives. Broadly, this study may be useful for those who are seeking to establish a data science programme or to strengthen data science curricula at both the undergraduate and postgraduate levels.",Scopus,NA,2,4,TRUE,NA
"an integrated, modular approach to data science education in microbiology",10.1371/journal.pcbi.1008661,https://doi.org/10.1371/journal.pcbi.1008661,"Dill-McFarland KA, K√∂nig SG, Mazel F, Oliver DC, McEwen LM, Hong KY, Hallam SJ.",2021,NA,"We live in an increasingly data-driven world, where high-throughput sequencing and mass spectrometry platforms are transforming biology into an information science. This has shifted major challenges in biological research from data generation and processing to interpretation and knowledge translation. However, postsecondary training in bioinformatics, or more generally data science for life scientists, lags behind current demand. In particular, development of accessible, undergraduate data science curricula has the potential to improve research and learning outcomes as well as better prepare students in the life sciences to thrive in public and private sector careers. Here, we describe the Experiential Data science for Undergraduate Cross-Disciplinary Education (EDUCE) initiative, which aims to progressively build data science competency across several years of integrated practice. Through EDUCE, students complete data science modules integrated into required and elective courses augmented with coordinated cocurricular activities. The EDUCE initiative draws on a community of practice consisting of teaching assistants (TAs), postdocs, instructors, and research faculty from multiple disciplines to overcome several reported barriers to data science for life scientists, including instructor capacity, student prior knowledge, and relevance to discipline-specific problems. Preliminary survey results indicate that even a single module improves student self-reported interest and/or experience in bioinformatics and computer science. Thus, EDUCE provides a flexible and extensible active learning framework for integration of data science curriculum into undergraduate courses and programs across the life sciences.",pubmed,NA,2,3,TRUE,NA
big data and data science: opportunities and challenges of ischools,10.1515/jdis-2017-0011,https://doi.org/10.1515/jdis-2017-0011,"Song I.-Y., Zhu Y.",2017,Article,"Due to the recent explosion of big data, our society has been rapidly going through digital transformation and entering a new world with numerous eye-opening developments. These new trends impact the society and future jobs, and thus student careers. At the heart of this digital transformation is data science, the discipline that makes sense of big data. With many rapidly emerging digital challenges ahead of us, this article discusses perspectives on iSchools‚Äô  opportunities  and  suggestions  in  data  science  education.  We  argue  that  iSchools  should empower their students with ‚Äúinformation computing‚Äù disciplines, which we define as the  ability  to  solve  problems  and  create  values,  information,  and  knowledge  using  tools  in  application domains. As specific approaches to enforcing information computing disciplines in data science education, we suggest the three foci of user-based, tool-based, and application-based. These three foci will serve to differentiate the data science education of iSchools from that of computer science or business schools. We present a layered Data Science Education Framework (DSEF) with building blocks that include the three pillars of data science (people, technology,  and  data),  computational  thinking,  data-driven  paradigms,  and  data  science  lifecycles. Data science courses built on the top of this framework should thus be executed with user-based, tool-based, and application-based approaches. This framework will help our students  think  about  data  science  problems  from  the  big  picture  perspective  and  foster  appropriate  problem-solving  skills  in  conjunction  with  broad  perspectives  of  data  science  lifecycles. We hope the DSEF discussed in this article will help fellow iSchools in their design of new data science curricula.",Scopus,"All Open Access, Gold",5,2,TRUE,NA
development of online learning material for data science programming using 3d puzzle,10.18178/ijiet.2021.11.4.1505,https://doi.org/10.18178/ijiet.2021.11.4.1505,"Yamamoto N., Ishida A., Ogitsuka K., Oishi N., Murakami J.",2021,Article,"In multidimensional data processing, one of the important data structures is a higher-order tensor or a multidimensional array. In general, the processing related to the higher-order tensor is so complicated that we have been developing understanding support tools for it using 3D puzzles from the viewpoint of making students interested. However, although these tools have been tried by students in graduation studies and other some occasions, their introduction into lectures was one issue. Therefore, in this study, we developed a new programming exercise material for the higher-order tensor, which is supposed to be used in data science subjects, by using a 3D puzzle. This learning material is also composed of Microsoft Teams, and students can access the material remotely to learn programming. In this paper, several students actually tried this material. As a result, it was found that the students themselves could create and submit assignment reports by viewing explanatory videos and performing exercises. From this, it is expected that this material will be able to introduce to data science courses, including online use.",Scopus,"All Open Access, Gold",4,1,TRUE,NA
teaching undergraduate data science for information schools,10.3233/efi-200372,https://doi.org/10.3233/efi-200372,Hagen L.,2020,Article,"Using the Conway model of data science education as a guide, this paper introduces a model for undergraduate data science education for information schools. The core idea of the suggested model is that data science programs in information schools are unique due to their particular substantive expertise, which includes data management, information behavior, and ethics. This paper also suggests that, to create a data science program within an information school, it may be useful to expand curriculums by adding programming, statistics, and machine learning requirements.",Scopus,NA,1,2,TRUE,NA
work integrated learning in data science and a proposed assessment framework,10.52041/serj.v21i2.26,https://doi.org/10.52041/serj.v21i2.26,"Bilgin A.A.B., Powell A., Richards D.",2022,Article,"Work integrated learning (WIL) has been the norm in disciplines such as medicine, teacher education and engineering; however, it has not been implemented until recently in statistics and not for every student in computer science education. There seems to be no literature on the use of WIL for data science education. With the changed focus of universities to making graduates ìjob readyî, university-industry collaboration widened to encompass learning and teaching. Undoubtedly authentic problems coming from industry created opportunities for students to practice their future profession before graduation. This shift in the curriculum, however, brought its challenges both for the students and their lecturers. In this paper, we present a case study and propose an assessment framework for data science WIL.",Scopus,"All Open Access, Bronze",4,1,TRUE,NA
toward holistic data science education,10.52041/serj.v21i2.40,https://doi.org/10.52041/serj.v21i2.40,"De Veaux R., Hoerl R., Snee R., Velleman P.",2022,Article,NA,Scopus,"All Open Access, Bronze",3,5,TRUE,NA
integrating the humanities into data science education: reimagining the introductory data science course,10.52041/serj.v21i2.42,https://doi.org/10.52041/serj.v21i2.42,"Vance E.A., Glimp D.R., Pieplow N.D., Garrity J.M., Melbourne B.A.",2022,Article,"Despite growing calls to develop data science studentsí ethical awareness and expand human-centered approaches to data science education, introductory courses in the field remain largely technical. A new interdisciplinary data science program aims to merge STEM and humanities perspectives starting at the very beginning of the data science curriculum. Existing literature suggests that humanities integration can make STEM courses more appealing to a wider range of students, including women and students of color, and enhance student learning of essential concepts and foundational reasoning skills, such as those collectively known as data acumen. Cultivating studentsí data acumen requires a more inclusive vision of how the knowledge and insights generated through computational methods and statistical analysis relates to other ways of knowing.",Scopus,"All Open Access, Bronze",5,1,TRUE,NA
beyond ethics: considerations for centering equity-minded data science,10.5642/jhummath.OCYS6929,https://doi.org/10.5642/jhummath.OCYS6929,"Alexander, N; Eaton, CD; Shrout, AH; Tsinnajinnie, B; Tsosie, K",2022,Article,"In this paper, we utilize duoethnography - a research method in which prac-titioners discursively interrogate the relationships between culture, context, and the mechanisms which shape individual autobiographical experiences - to ex-plore what may be beyond ethics in the context of data science. Although ethical frameworks have the ability to reflect cultural priorities, a singular view of ethics, as we explore, often fails to speak to the multiple and diverse priorities held both within and across institutional spaces. To that end, this paper explores multiple perspectives, epistemologies, and worldviews that can collectively push researchers towards considerations of a data science education that is equity -minded both in concept and practice. Through a set of dialogues which examine our positionalities, journeys, ethics, local cultures, and accountabilities, this pa-per explores the contextual realities rooted in the authors' educational settings. These conversations focus on the humanity of our students, the communities from which we come from and serve, as well as the unintentional harms and possibilities associated with the development of data science programs across institutional types. We take a set of five core questions to examine how we made, and continue to make, sense of our diverse cultural perspectives on data science education and equity with/in relation to others' realities. Broadly, this paper seeks to offer reflections on the related but differing functions of ethics and equity in data science education.",web of science,NA,4,2,TRUE,NA
undergraduate data science degrees emphasize computer science and statistics but fall short in ethics training and domain-specific context,10.7717/peerj-cs.441,https://doi.org/10.7717/peerj-cs.441,"Oliver JC, McNeil T.",2021,NA,"The interdisciplinary field of data science, which applies techniques from computer science and statistics to address questions across domains, has enjoyed recent considerable growth and interest. This emergence also extends to undergraduate education, whereby a growing number of institutions now offer degree programs in data science. However, there is considerable variation in what the field actually entails and, by extension, differences in how undergraduate programs prepare students for data-intensive careers. We used two seminal frameworks for data science education to evaluate undergraduate data science programs at a subset of 4-year institutions in the United States; developing and applying a rubric, we assessed how well each program met the guidelines of each of the frameworks. Most programs scored high in statistics and computer science and low in domain-specific education, ethics, and areas of communication. Moreover, the academic unit administering the degree program significantly influenced the course-load distribution of computer science and statistics/mathematics courses. We conclude that current data science undergraduate programs provide solid grounding in computational and statistical approaches, yet may not deliver sufficient context in terms of domain knowledge and ethical considerations necessary for appropriate data science applications. Additional refinement of the expectations for undergraduate data science education is warranted.",pubmed,NA,5,2,TRUE,NA
smart education and future trends,NA,https://ijcopi.org/ojs/article/view/294,"Diaz-Parra, O; Fuentes-Penna, A; Barrera-Camara, RA; Trejo-Macotela, FR; Ramos-Fernandez, JC; Ruiz-Vanoye, JA; Zezzatti, AO; Rodriguez-Flores, J",2022,Article,"Smart Education is the influence of diverse technologies (Combinatorial Optimization, Machine Learning, Big Data, data visualisation, Internet of Education Things, Learning analytics, and others) to enhance the quality of education. In other words, Smart Education is the process of optimally managing human, economic and technological resources from educational institutions and research centres. Smart Education is part of the Smart Society (a component of a Smart City). The Smart Education components are the Internet of Education Things (Wireless Sensor Networks, RFID Technology), management of the education physical, infrastructure, smart classroom, smart campus, smart learning, Learning analytics, Smart Analysis, data science, Education Impact, and Educational Policy. This paper is a guide for understanding Smart Education components by presenting a survey of the characteristics, taxonomy (Education-Hard problems and Education-Soft problems), smart education indicators, history and future trends.",web of science,NA,1,3,TRUE,NA
exploring how different project management methodologies impact data science students,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058023852&partnerID=40&md5=95248678a298270f33b1e15a21cfe095,"Saltz J., Heckman R., Shamshurin I.",2017,Conference Paper,"This paper reports on a controlled experiment comparing different approaches on how to guide students through a semester long data science project. Four different methodologies, ranging from a traditional ‚Äújust assign some intermediate milestones‚Äù to other more agile methodologies, are compared. The results of the experiment shows that the project methodology used in the classroom made a significant difference in student outcomes. Surprisingly, an Agile Kanban approach was found to be much more effective than an Agile Scrum methodology, which was not one of the leading ap-proaches.",Scopus,NA,4,2,TRUE,NA
evaluating computational thinking in jupyter notebook data science projects,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103846829&partnerID=40&md5=0ad9e8c92019d355ad332a73d555acf6,"Sorensen C., Mustafaraj E.",2018,Conference Paper,"The interdisciplinary field of data science requires a strong foundation in computational thinking (CT) concepts and practices. In this paper, we describe the use of qualitative and quantitative methods to study data science projects completed by undergraduate students who are learning data science but have already learned computer programming. The projects are stored as Jupyter notebooks: documents that store code, as well as its output from execution, formatted text for self-explanations, and graphics. Our analysis of the notebooks discovers two kinds of student attitudes: explorers, who work iteratively, and goal accomplishers, who work incrementally. Despite varying attitudes, we find that students often fluctuate between the two learner types depending on their computational goals for a given notebook. Moreover, when students practice the explorer approach, they often engage more actively with many CT skills such as pattern generalization and communication of results. Finally, we propose ways to utilize these findings to encourage CT practices in future data science curricula.",Scopus,NA,2,3,TRUE,NA
real data and application-based interactive modules for data science education in engineering,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124546523&partnerID=40&md5=ed00569a6049c4f397399743b6de40ef,"Suthar K., Mitchell T., Hartwig A.C., Wang J., Mao S., Parson L., Zeng P., Liu B., He P.",2021,Conference Paper,"The importance of data science and engineering (DSE) education cannot be overstated and undergraduate education offers a critical link in providing more DSE exposure to students and expanding the supply of DSE talent. Currently significant progress has been made in classwork, while progress in hands-on research experience is still lacking. To help fill this gap, we propose to create data-enabled engineering project (DEEP) modules in the form of interactive Jupyter Notebooks based on real data and applications. We hypothesize that this web-based interactive development and learning environment (IDLE) will enable easy and wide adoption of the DEEP modules by other educators and institutions. In this work, we will present our ideas, the rationale behind the proposed approach, the work in progress, and the future plans for the project.",Scopus,NA,5,1,TRUE,NA
enabling data science education in stem disciplines through supervised undergraduate research experiences,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138273525&partnerID=40&md5=4bcc15cec803e71371d05123abe0108f,Banadaki Y.,2022,Conference Paper,"Data Science plays a vital role in sciences and engineering disciplines to discover meaningful information and predict the outcome of real-world problems. Despite the significance of this field and high demand, knowledge of how to effectively provide data science research experience to STEM students is scarce. This paper focuses on the role of data science and analytics education to improve the students' computing and analytical skills across a range of domain-specific problems. The paper studies four examples of data-intensive STEM projects for supervised undergraduate research experiences (SURE) in Mechanical Engineering, Biomedical science, Quantum Physics, and Cybersecurity. The developed projects include the applications of data science for improving additive manufacturing, automating microscopy images analysis, identifying the quantum optical modes, and detecting network intrusion. The paper aims to provide some guidelines to effectively educate the next generation of STEM undergraduate and graduate students and prepare STEM professionals with interdisciplinary knowledge, skills, and competencies in data science. The paper includes a summary of activities and outcomes from our research and education in the field of data science and machine learning. We will evaluate the student learning outcomes in solving big data interdisciplinary projects to confront the new challenges in a computationally-driven world.†",Scopus,NA,2,1,TRUE,NA
turning health systems data into actionable information,10.1097/nna.0000000000000734,https://doi.org/10.1097/nna.0000000000000734,"Nelson-Brantley HV, Jenkins P, Chipps E.",2019,NA,"Health systems produce vast amounts of complex, multidimensional data. Health systems nurse leaders, informaticians, and nurse researchers must partner to turn these data into actionable information to drive quality clinical outcomes. The authors review health systems in the era of big data, identify opportunities for health systems-nursing research partnerships, and introduce emerging approaches to data science education in nursing.",pubmed,NA,1,2,TRUE,NA
experimental evidence extraction system in data science with hybrid table features and ensemble learning,10.1145/3366423.3380174,https://doi.org/10.1145/3366423.3380174,"Yu W., Peng W., Shu Y., Zeng Q., Jiang M.",2020,Conference Paper,"Data Science has been one of the most popular fields in higher education and research activities. It takes tons of time to read the experimental section of thousands of papers and figure out the performance of the data science techniques. In this work, we build an experimental evidence extraction system to automate the integration of tables (in the paper PDFs) into a database of experimental results. First, it crops the tables and recognizes the templates. Second, it classifies the column names and row names into ìmethodî, ìdatasetî, or ìevaluation metricî, and then unified all the table cells into (method, dataset, metric, score)-quadruples. We propose hybrid features including structural and semantic table features as well as an ensemble learning approach for column/row name classification and table unification. SQL statements can be used to answer questions such as whether a method is the state-of-the-art or whether the reported numbers are conflicting.",Scopus,NA,2,1,TRUE,NA
robust effects of the efficacy of explicit failure-driven scaffolding in problem-solving prior to instruction: a replication and extension,10.1016/j.learninstruc.2021.101488,https://doi.org/10.1016/j.learninstruc.2021.101488,"Sinha T,Kapur M",2021,Journal Article,"Although Productive Failure has shown to be effective (Kapur, 2016; Loibl, Roll, & Rummel, 2017), it is not clear if failure in problem-solving is necessary. Initial work in a quasi-experimental setting suggests that explicitly designing for experiences of failure leads to better learning outcomes than designing for success. We build on this to report on a controlled experimental study where students are exposed to failure-driven, success-driven, or no explicit scaffolding in problem-solving prior to instruction. For assessments of non-isomorphic conceptual understanding, our results align with those from prior work. Despite the similarity in posttest scores, students exposed to failure-driven scaffolding demonstrate higher quality of constructive reasoning than those receiving success-driven scaffolding. Additionally, our study reveals learning benefits of failure-driven scaffolding (for both posttest scores and reasoning quality) on assessments of transfer. Several cognitive, affective and meta-cognitive mechanisms are investigated to explain robust learning benefits of failure-driven scaffolding in preparatory problem-solving.",science direct,NA,1,4,TRUE,NA
hess opinions: incubating deep-learning-powered hydrologic science advances as a community,10.5194/hess-22-5639-2018,https://doi.org/10.5194/hess-22-5639-2018,"Shen C., Laloy E., Elshorbagy A., Albert A., Bales J., Chang F.-J., Ganguly S., Hsu K.-L., Kifer D., Fang Z., Fang K., Li D., Li X., Tsai W.-P.",2018,Article,"Recently, deep learning (DL) has emerged as a revolutionary and versatile tool transforming industry applications and generating new and improved capabilities for scientific discovery and model building. The adoption of DL in hydrology has so far been gradual, but the field is now ripe for breakthroughs. This paper suggests that DL-based methods can open up a complementary avenue toward knowledge discovery in hydrologic sciences. In the new avenue, machine-learning algorithms present competing hypotheses that are consistent with data. Interrogative methods are then invoked to interpret DL models for scientists to further evaluate. However, hydrology presents many challenges for DL methods, such as data limitations, heterogeneity and co-evolution, and the general inexperience of the hydrologic field with DL. The roadmap toward DL-powered scientific advances will require the coordinated effort from a large community involving scientists and citizens. Integrating process-based models with DL models will help alleviate data limitations. The sharing of data and baseline models will improve the efficiency of the community as a whole. Open competitions could serve as the organizing events to greatly propel growth and nurture data science education in hydrology, which demands a grassroots collaboration. The area of hydrologic DL presents numerous research opportunities that could, in turn, stimulate advances in machine learning as well.",Scopus,"All Open Access, Gold, Green",5,1,TRUE,NA
celebrating design thinking in tech education: the data science education case,10.1007/978-3-030-90176-9_10,https://doi.org/10.1007/978-3-030-90176-9_10,"Swaid S.I., Suid T.Z.",2021,Conference Paper,"Today, corporates are moving toward the adoption of Design-Thinking techniques to develop products and services, putting their consumer as the heart of the development process. Tim Brown, president, and CEO of IDEO, defines design thinking as ìA human-centered approach to innovation that draws from the designerís toolkit to integrate the needs of people, the possibilities of technology, and the requirements for business successî. The application of design thinking has been witnessed to be the road to develop innovative applications, interactive systems, scientific software, healthcare application, and even to utilize Design Thinking to re-think business operation as the case of Airbnb. Recently, there has been a movement to apply design thinking to machine learning and artificial intelligence to ensure creating the ìwawî affect to consumers. ACM Taskforce on Data Science program states that ìData Scientists should be able to implement and understand algorithms for data collection and analysis. They should understand the time and space considerations of algorithms. They should follow good design principles developing software, understanding the importance of those principles for testability and maintainabilityî However, this definition hides the user behind the machine who works on data preparation, algorithm selection and model interpretation. Thus, Data Science program to include design thinking to ensure meeting the user demands, generating more usable machine learning tools, and developing new ways of framing computational thinking. In this poster, we describe the motivation behind injecting DT in Data Science programs, an example course, its learning objective and teaching modules.",Scopus,NA,3,1,TRUE,NA
automated data-driven generation of personalized pedagogical interventions in intelligent tutoring systems,10.1007/s40593-021-00267-x,https://doi.org/10.1007/s40593-021-00267-x,"Kochmar E., Vu D.D., Belfer R., Gupta V., Serban I.V., Pineau J.",2022,Article,"Intelligent tutoring systems (ITS) have been shown to be highly effective at promoting learning as compared to other computer-based instructional approaches. However, many ITS rely heavily on expert design and hand-crafted rules. This makes them difficult to build and transfer across domains and limits their potential efficacy. In this paper, we investigate how feedback in a large-scale ITS can be automatically generated in a data-driven way, and more specifically how personalization of feedback can lead to improvements in student performance outcomes. First, in this paper we propose a machine learning approach to generate personalized feedback in an automated way, which takes individual needs of students into account, while alleviating the need of expert intervention and design of hand-crafted rules. We leverage state-of-the-art machine learning and natural language processing techniques to provide students with personalized feedback using†hints†and†Wikipedia-based explanations. Second, we demonstrate that personalized feedback leads to improved success rates at solving exercises in practice: our personalized feedback model is used in†Korbit, a large-scale dialogue-based ITS with around 20,000 students launched in 2019. We present the results of experiments with students and show that the automated, data-driven, personalized feedback leads to a significant overall improvement of 22.95%†in student performance outcomes and substantial improvements in the subjective evaluation of the feedback.",Scopus,"All Open Access, Hybrid Gold",3,1,TRUE,NA
quant data science meets dexterous artistry,10.1007/s41060-018-0138-6,https://doi.org/10.1007/s41060-018-0138-6,Dinov ID.,2019,NA,"Data science is a bridge discipline connecting fundamental science, applied disciplines, and the arts. The demand for novel data science methods is well established. However, there is much less agreement on the core aspects of representation, modeling, and analytics that involve huge and heterogeneous datasets. The scientific community needs to build consensus about data science education and training curricula, including the necessary entry matriculation prerequisites and the expected learning competency outcomes needed to tackle complex Big Data challenges. To meet the rapidly increasing demand for effective evidence-based practice and data analytic methods, research teams, funding agencies, academic institutions, politicians, and industry leaders should embrace innovation, promote high-risk projects, join forces to expand the technological capacity, and enhance the workforce skills.",pubmed,NA,3,1,TRUE,NA
the democratization of data science education,10.1080/00031305.2019.1668849,https://doi.org/10.1080/00031305.2019.1668849,"Kross S., Peng R.D., Caffo B.S., Gooding I., Leek J.T.",2020,Article,"Over the last three decades, data have become ubiquitous and cheap. This transition has accelerated over the last five years and training in statistics, machine learning, and data analysis has struggled to keep up. In April 2014, we launched a program of nine courses, the Johns Hopkins Data Science Specialization, which has now had more than 4 million enrollments over the past five years. Here, the program is described and compared to standard data science curricula as they were organized in 2014 and 2015. We show that novel pedagogical and administrative decisions introduced in our program are now standard in online data science programs. The impact of the Data Science Specialization on data science education in the U.S. is also discussed. Finally, we conclude with some thoughts about the future of data science education in a data democratized world.",Scopus,NA,1,3,TRUE,NA
linking educational resources on data science,10.1609/aaai.v33i01.33019404,https://doi.org/10.1609/aaai.v33i01.33019404,"Ambite J.L., Gordon J., Fierro L., Burns G., Mathew J.",2019,Conference Paper,"The availability of massive datasets in genetics, neuroimaging, mobile health, and other subfields of biology and medicine promises new insights but also poses significant challenges. To realize the potential of big data in biomedicine, the National Institutes of Health launched the Big Data to Knowledge (BD2K) initiative, funding several centers of excellence in biomedical data analysis and a Training Coordinating Center (TCC) tasked with facilitating online and inperson training of biomedical researchers in data science. A major initiative of the BD2K TCC is to automatically identify, describe, and organize data science training resources available on the Web and provide personalized training paths for users. In this paper, we describe the construction of ERuDIte, the Educational Resource Discovery Index for Data Science, and its release as linked data. ERuDIte contains over 11,000 training resources including courses, video tutorials, conference talks, and other materials. The metadata for these resources is described uniformly using Schema.org. We use machine learning techniques to tag each resource with concepts from the Data Science Education Ontology, which we developed to further describe resource content. Finally, we map references to people and organizations in learning resources to entities in DBpedia, DBLP, and ORCID, embedding our collection in the web of linked data. We hope that ERuDIte will provide a framework to foster open linked educational resources on the Web.",Scopus,NA,1,3,TRUE,NA
